orig_hname,new_hname,hclass,horder,hfamily,genus,spp,subspp 
Scarus hoefleri,Scarus hoefleri,Actinopterygii,Perciformes,Scaridae,Scarus,hoefleri,NA
Scarus maculipinna,Scarus maculipinna,Actinopterygii,Perciformes,Scaridae,Scarus,maculipinna,NA
Scarus niger,Scarus niger,Actinopterygii,Perciformes,Scaridae,Scarus,niger,NA
Scarus perrico,Scarus perrico,Actinopterygii,Perciformes,Scaridae,Scarus,perrico,NA
Scarus psittacus,Scarus psittacus,Actinopterygii,Perciformes,Scaridae,Scarus,psittacus,NA
Scarus rivulatus,Scarus rivulatus,Actinopterygii,Perciformes,Scaridae,Scarus,rivulatus,NA
Scarus schlegeli,Scarus schlegeli,Actinopterygii,Perciformes,Scaridae,Scarus,schlegeli,NA
Scatophagus agrus,Scatophagus argus,Actinopterygii,Perciformes,Scatophagidae,Scatophagus,argus,NA
Scatophagus argus,Scatophagus argus,Actinopterygii,Perciformes,Scatophagidae,Scatophagus,argus,NA
Schedophilus haedrichi,Schedophilus haedrichi,Actinopterygii,Perciformes,Centrolophidae,Schedophilus,haedrichi,NA
Schedophilus pemarco,Schedophilus pemarco,Actinopterygii,Perciformes,Centrolophidae,Schedophilus,pemarco,NA
Schilbe angolensis,Schilbe angolensis,Actinopterygii,Siluriformes,Schilbeidae,Schilbe,angolensis,NA
Schilbe bocagii,Schilbe bocagii,Actinopterygii,Siluriformes,Schilbeidae,Schilbe,bocagii,NA
Schilbe congensis,Schilbe congensis,Actinopterygii,Siluriformes,Schilbeidae,Schilbe,congensis,NA
Schilbe djeremi,Schilbe djeremi,Actinopterygii,Siluriformes,Schilbeidae,Schilbe,djeremi,NA
Schilbe intermedius,Schilbe intermedius,Actinopterygii,Siluriformes,Schilbeidae,Schilbe,intermedius,NA
Schilbe mandibularis,Schilbe mandibularis,Actinopterygii,Siluriformes,Schilbeidae,Schilbe,mandibularis,NA
Schistura waltoni,Schistura waltoni,Actinopterygii,Cypriniformes,Balitoridae,Schistura,waltoni,NA
Schizocypris brucei,Schizocypris brucei,Actinopterygii,Cypriniformes,Cyprinidae,Schizocypris,brucei,NA
Schizodon borellii,Schizodon borellii,Actinopterygii,Characiformes,Anostomidae,Schizodon,borellii,NA
Schizodon fasciatus,Schizodon fasciatus,Actinopterygii,Characiformes,Anostomidae,Schizodon,fasciatus,NA
Schizodon intermedius,Schizodon intermedius,Actinopterygii,Characiformes,Anostomidae,Schizodon,intermedius,NA
Schizodon knerii,Schizodon knerii,Actinopterygii,Characiformes,Anostomidae,Schizodon,knerii,NA
Schizodon nasutus,Schizodon nasutus,Actinopterygii,Characiformes,Anostomidae,Schizodon,nasutus,NA
Schizolecis guntheri,Schizolecis guntheri,Actinopterygii,Siluriformes,Loricariidae,Schizolecis,guntheri,NA
Schizopyge curvifrons,Schizothorax curvifrons,Actinopterygii,Cypriniformes,Cyprinidae,Schizothorax,curvifrons,NA
Schizopyge niger,Schizopyge niger,Actinopterygii,Cypriniformes,Cyprinidae,Schizopyge,niger,NA
Schizopygopsis pylzovi,Schizopygopsis pylzovi,Actinopterygii,Cypriniformes,Cyprinidae,Schizopygopsis,pylzovi,NA
Schizopygopsis stoliczkai,Schizopygopsis stoliczkai,Actinopterygii,Cypriniformes,Cyprinidae,Schizopygopsis,stoliczkai,NA
Schizopygopsis younghusbandi,Schizopygopsis younghusbandi,Actinopterygii,Cypriniformes,Cyprinidae,Schizopygopsis,younghusbandi,NA
Schizothorax argentatus,Schizothorax argentatus,Actinopterygii,Cypriniformes,Cyprinidae,Schizothorax,argentatus,NA
Schizothorax esocinus,Schizothorax esocinus,Actinopterygii,Cypriniformes,Cyprinidae,Schizothorax,esocinus,NA
Schizothorax labiatus,Schizothorax labiatus,Actinopterygii,Cypriniformes,Cyprinidae,Schizothorax,labiatus,NA
Schizothorax molesworthi,Schizothorax molesworthi,Actinopterygii,Cypriniformes,Cyprinidae,Schizothorax,molesworthi,NA
Schizothorax plagiostomus,Schizothorax plagiostomus,Actinopterygii,Cypriniformes,Cyprinidae,Schizothorax,plagiostomus,NA
Schizothorax prenanti,Schizothorax prenanti,Actinopterygii,Cypriniformes,Cyprinidae,Schizothorax,prenanti,NA
Schultzichthys bondi,Schultzichthys bondi,Actinopterygii,Siluriformes,Trichomycteridae,Schultzichthys,bondi,NA
Sciades assimilis,Sciades assimilis,Actinopterygii,Siluriformes,Ariidae,Sciades,assimilis,NA
Sciades dowii,Sciades dowii,Actinopterygii,Siluriformes,Ariidae,Sciades,dowii,NA
Sciades guatemalensis,Sciades guatemalensis,Actinopterygii,Siluriformes,Ariidae,Sciades,guatemalensis,NA
Sciades passany,Sciades passany,Actinopterygii,Siluriformes,Ariidae,Sciades,passany,NA
Sciades paucus,Sciades paucus,Actinopterygii,Siluriformes,Ariidae,Sciades,paucus,NA
Sciades platypogon,Occidentarius platypogon,Actinopterygii,Perciformes, Cichlidae,Occidentarius,platypogon,NA
Sciades proops,Sciades proops,Actinopterygii,Siluriformes,Ariidae,Sciades,proops,NA
Sciades seemanni,Sciades seemanni,Actinopterygii,Siluriformes,Ariidae,Sciades,seemanni,NA
Sciaena deliciosa,Sciaena deliciosa,Actinopterygii,Perciformes,Sciaenidae,Sciaena,deliciosa,NA
Sciaena umbra,Sciaena umbra,Actinopterygii,Perciformes,Sciaenidae,Sciaena,umbra,NA
Sciaenops ocellatus,Sciaenops ocellatus,Actinopterygii,Perciformes,Sciaenidae,Sciaenops,ocellatus,NA
Scleromystax macropterus,Scleromystax macropterus,Actinopterygii,Siluriformes,Callichthyidae,Scleromystax,macropterus,NA
Scleropages jardinii,Scleropages jardinii,Actinopterygii,Osteoglossiformes,Osteoglossidae,Scleropages,jardinii,NA
Scleropages leichardti,Scleropages leichardti,Actinopterygii,Osteoglossiformes,Osteoglossidae,Scleropages,leichardti,NA
Sclerophages formoss,Scleropages formosus,Actinopterygii,Osteoglossiformes,Osteoglossidae,Scleropages,formosus,NA
Scolecenchelys macroptera,Scolecenchelys macroptera,Actinopterygii,Anguilliformes,Ophichthidae,Scolecenchelys,macroptera,NA
Scolichthys greenwayi,Scolichthys greenwayi,Actinopterygii,Cyprinodontiformes,Poeciliidae,Scolichthys,greenwayi,NA
Scoloplax dolicholophia,Scoloplax dolicholophia,Actinopterygii,Siluriformes,Scoloplacidae,Scoloplax,dolicholophia,NA
Scoloplax empousa,Scoloplax empousa,Actinopterygii,Siluriformes,Scoloplacidae,Scoloplax,empousa,NA
Scolopsis bilineata,Scolopsis bilineata,Actinopterygii,Perciformes,Nemipteridae,Scolopsis,bilineata,NA
Scolopsis ciliata,Scolopsis ciliata,Actinopterygii,Perciformes,Nemipteridae,Scolopsis,ciliata,NA
Scolopsis ghanam,Scolopsis ghanam,Actinopterygii,Perciformes,Nemipteridae,Scolopsis,ghanam,NA
Scolopsis lineata,Scolopsis lineata,Actinopterygii,Perciformes,Nemipteridae,Scolopsis,lineata,NA
Scolopsis margaritifera,Scolopsis margaritifera,Actinopterygii,Perciformes,Nemipteridae,Scolopsis,margaritifera,NA
Scolopsis monogramma,Scolopsis monogramma,Actinopterygii,Perciformes,Nemipteridae,Scolopsis,monogramma,NA
Scolopsis taenioptera,Scolopsis taenioptera,Actinopterygii,Perciformes,Nemipteridae,Scolopsis,taenioptera,NA
Scolopsis trilineata,Scolopsis trilineata,Actinopterygii,Perciformes,Nemipteridae,Scolopsis,trilineata,NA
Scolopsis vosmeri,Scolopsis vosmeri,Actinopterygii,Perciformes,Nemipteridae,Scolopsis,vosmeri,NA
Scolopsis xenochrous,Scolopsis xenochroa,Actinopterygii,Perciformes,Nemipteridae,Scolopsis,xenochroa,NA
Scomber colias,Scomber colias,Actinopterygii,Perciformes,Scombridae,Scomber,colias,NA
Scomber falcatus,Trachinotus blochii,Actinopterygii,Perciformes,Carangidae,Trachinotus,blochii,NA
Scomber japonicus,Scomber japonicus,Actinopterygii,Perciformes,Scombridae,Scomber,japonicus,NA
Scomber scombrus,Scomber scombrus,Actinopterygii,Perciformes,Scombridae,Scomber,scombrus,NA
Scomberesox saurus,Scomberesox saurus,Actinopterygii,Beloniformes,Scomberesocidae,Scomberesox,saurus,NA
Scomberoides commersonnianus,Scomberoides commersonnianus,Actinopterygii,Perciformes,Carangidae,Scomberoides,commersonnianus,NA
Scomberoides lysan,Scomberoides lysan,Actinopterygii,Perciformes,Carangidae,Scomberoides,lysan,NA
Scomberoides tala,Scomberoides tala,Actinopterygii,Perciformes,Carangidae,Scomberoides,tala,NA
Scomberoides tol,Scomberoides tol,Actinopterygii,Perciformes,Carangidae,Scomberoides,tol,NA
Scomberomorous brasiliensis,Scomberomorus brasiliensis,Actinopterygii,Perciformes,Scombridae,Scomberomorus,brasiliensis,NA
Scomberomorous cavalla,Scomberomorus cavalla,Actinopterygii,Perciformes,Scombridae,Scomberomorus,cavalla,NA
Scomberomorous cavella,Scomberomorus cavalla,Actinopterygii,Perciformes,Scombridae,Scomberomorus,cavalla,NA
Scomberomorous commersonii,Scomberomorus commerson,Actinopterygii,Perciformes,Scombridae,Scomberomorus,commerson,NA
Scomberomorous concolor,Scomberomorus concolor,Actinopterygii,Perciformes,Scombridae,Scomberomorus,concolor,NA
Scomberomorous maculatus,Scomberomorus maculatus,Actinopterygii,Perciformes,Scombridae,Scomberomorus,maculatus,NA
Scomberomorous niphonius,Scomberomorus niphonius,Actinopterygii,Perciformes,Scombridae,Scomberomorus,niphonius,NA
Scomberomorous queenslandicus,Scomberomorus queenslandicus,Actinopterygii,Perciformes,Scombridae,Scomberomorus,queenslandicus,NA
Scomberomorous regalis,Scomberomorus regalis,Actinopterygii,Perciformes,Scombridae,Scomberomorus,regalis,NA
Scomberomorous sierra,Scomberomorus sierra,Actinopterygii,Perciformes,Scombridae,Scomberomorus,sierra,NA
Scomberomorous tritor,Scomberomorus tritor,Actinopterygii,Perciformes,Scombridae,Scomberomorus,tritor,NA
Scomberomorus cavalla,Scomberomorus cavalla,Actinopterygii,Perciformes,Scombridae,Scomberomorus,cavalla,NA
Scomberomorus commerson,Scomberomorus commerson,Actinopterygii,Perciformes,Scombridae,Scomberomorus,commerson,NA
Scomberomorus commersoni,Scomberomorus commerson,Actinopterygii,Perciformes,Scombridae,Scomberomorus,commerson,NA
Scomberomorus concolor,Scomberomorus concolor,Actinopterygii,Perciformes,Scombridae,Scomberomorus,concolor,NA
Scomberomorus guttatus,Scomberomorus guttatus,Actinopterygii,Perciformes,Scombridae,Scomberomorus,guttatus,NA
Scomberomorus koreanus,Scomberomorus koreanus,Actinopterygii,Perciformes,Scombridae,Scomberomorus,koreanus,NA
Scomberomorus multiradiatus,Scomberomorus multiradiatus,Actinopterygii,Perciformes,Scombridae,Scomberomorus,multiradiatus,NA
Scomberomorus munroi,Scomberomorus munroi,Actinopterygii,Perciformes,Scombridae,Scomberomorus,munroi,NA
Scomberomorus niphonius,Scomberomorus niphonius,Actinopterygii,Perciformes,Scombridae,Scomberomorus,niphonius,NA
Scomberomorus plurilineatus,Scomberomorus plurilineatus,Actinopterygii,Perciformes,Scombridae,Scomberomorus,plurilineatus,NA
Scomberomorus queenslandicus,Scomberomorus queenslandicus,Actinopterygii,Perciformes,Scombridae,Scomberomorus,queenslandicus,NA
Scomberomorus regalis,Scomberomorus regalis,Actinopterygii,Perciformes,Scombridae,Scomberomorus,regalis,NA
Scomberomorus semifasciatus,Scomberomorus semifasciatus,Actinopterygii,Perciformes,Scombridae,Scomberomorus,semifasciatus,NA
Scomberomorus sinensis,Scomberomorus sinensis,Actinopterygii,Perciformes,Scombridae,Scomberomorus,sinensis,NA
Scombrops boops,Scombrops boops,Actinopterygii,Perciformes,Scombropidae,Scombrops,boops,NA
Scophthalmus aquosus,Scophthalmus aquosus,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,aquosus,NA
Scophthalmus maximus,Scophthalmus maximus,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,maximus,NA
Scophthalmus rhombus,Scophthalmus rhombus,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,rhombus,NA
Scopthalmus rhombus,Scophthalmus rhombus,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,rhombus,NA
Scorpaena cardinalis,Scorpaena cardinalis,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,cardinalis,NA
Scorpaena elongata,Scorpaena elongata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,elongata,NA
Scorpaena guttata,Scorpaena guttata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,guttata,NA
Scorpaena mystes,Scorpaena mystes,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,mystes,NA
Scorpaena notata,Scorpaena notata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,notata,NA
Scorpaena onaria,Scorpaena onaria,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,onaria,NA
Scorpaena papillosa,Scorpaena papillosa,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,papillosa,NA
Scorpaena porcus,Scorpaena porcus,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,porcus,NA
Scorpaena scrofa,Scorpaena scrofa,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,scrofa,NA
Scorpaena sonorae,Scorpaena sonorae,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,sonorae,NA
Scorpaenodes smithi,Scorpaenodes smithi,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaenodes,smithi,NA
Scorpaenodes tribulosus,Scorpaenodes tribulosus,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaenodes,tribulosus,NA
Scorpaenopsis cirrosa,Scorpaenopsis cirrosa,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaenopsis,cirrosa,NA
Scorpaenopsis diabolus,Scorpaenopsis diabolus,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaenopsis,diabolus,NA
Scorpaenopsis gibbosa,Scorpaenopsis gibbosa,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaenopsis,gibbosa,NA
Scorpaenopsis ramaraoi,Scorpaenopsis ramaraoi,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaenopsis,ramaraoi,NA
Scorpis georgiana,Scorpis georgiana,Actinopterygii,Perciformes,Kyphosidae,Scorpis,georgiana,NA
Scortum hillii,Scortum hillii,Actinopterygii,Perciformes,Terapontidae,Scortum,hillii,NA
Scromber scrombus,Scomber scombrus,Actinopterygii,Perciformes,Scombridae,Scomber,scombrus,NA
Scuticaria tigrina,Scuticaria tigrina,Actinopterygii,Anguilliformes,Muraenidae,Scuticaria,tigrina,NA
Scyliorhinus canicula,Scyliorhinus canicula,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,NA
Scyliorhinus haeckelii,Scyliorhinus haeckelii,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,haeckelii,NA
Scyliorhinus stellaris,Scyliorhinus stellaris,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,stellaris,NA
Sebastapistes coniorta,Sebastapistes coniorta,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastapistes,coniorta,NA
Sebastapistes cyanostigma,Sebastapistes cyanostigma,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastapistes,cyanostigma,NA
Sebastapistes tinkhami,Sebastapistes tinkhami,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastapistes,tinkhami,NA
Sebastes aleutianus,Sebastes aleutianus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,aleutianus,NA
Sebastes alutus,Sebastes alutus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,alutus,NA
Sebastes atrovirens,Sebastes atrovirens,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,atrovirens,NA
Sebastes auriculatus,Sebastes auriculatus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,auriculatus,NA
Sebastes aurora,Sebastes aurora,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,aurora,NA
Sebastes babcocki,Sebastes babcocki,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,babcocki,NA
Sebastes borealis,Sebastes borealis,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,borealis,NA
Sebastes capensis,Sebastes capensis,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,capensis,NA
Sebastes carnatus,Sebastes carnatus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,carnatus,NA
Sebastes caurinus,Sebastes caurinus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,caurinus,NA
Sebastes chlorostictus,Sebastes chlorostictus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,chlorostictus,NA
Sebastes chrysomelas,Sebastes chrysomelas,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,chrysomelas,NA
Sebastes constellatus,Sebastes constellatus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,constellatus,NA
Sebastes cortezi,Sebastes cortezi,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,cortezi,NA
Sebastes crameri,Sebastes crameri,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,crameri,NA
Sebastes dallii,Sebastes dallii,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,dallii,NA
Sebastes diploproa,Sebastes diploproa,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,diploproa,NA
Sebastes elongatus,Sebastes elongatus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,elongatus,NA
Sebastes ensifer,Sebastes ensifer,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,ensifer,NA
Sebastes entomelas,Sebastes entomelas,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,entomelas,NA
Sebastes fasciatus,Sebastes fasciatus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,fasciatus,NA
Sebastes flavidus,Sebastes flavidus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,flavidus,NA
Sebastes glaucus,Sebastes glaucus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,glaucus,NA
Sebastes goodei,Sebastes goodei,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,goodei,NA
Sebastes helvomaculatus,Sebastes helvomaculatus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,helvomaculatus,NA
Sebastes hopkinsi,Sebastes hopkinsi,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,hopkinsi,NA
Sebastes iracundus,Sebastes iracundus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,iracundus,NA
Sebastes itinus,Sebastes itinus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,itinus,NA
Sebastes jordani,Sebastes jordani,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,jordani,NA
Sebastes lentiginosus,Sebastes lentiginosus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,lentiginosus,NA
Sebastes maliger,Sebastes maliger,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,maliger,NA
Sebastes marinus,Sebastes marinus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,marinus,NA
Sebastes matsubarai,Sebastes matsubarai,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,matsubarai,NA
Sebastes melanops,Sebastes melanops,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,melanops,NA
Sebastes mentella,Sebastes mentella,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,mentella,NA
Sebastes miniatus,Sebastes miniatus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,miniatus,NA
Sebastes mystinus,Sebastes mystinus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,mystinus,NA
Sebastes nebulosus,Sebastes nebulosus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,nebulosus,NA
Sebastes nigrocinctus,Sebastes nigrocinctus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,nigrocinctus,NA
Sebastes ovalis,Sebastes ovalis,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,ovalis,NA
Sebastes paucispinis,Sebastes paucispinis,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,paucispinis,NA
Sebastes phillipsi,Sebastes phillipsi,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,phillipsi,NA
Sebastes pinniger,Sebastes pinniger,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,pinniger,NA
Sebastes polyspinis,Sebastes polyspinis,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,polyspinis,NA
Sebastes proriger,Sebastes proriger,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,proriger,NA
Sebastes reedi,Sebastes reedi,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,reedi,NA
Sebastes ruberrimus,Sebastes ruberrimus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,ruberrimus,NA
Sebastes rubrivinctus,Sebastes rubrivinctus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,rubrivinctus,NA
Sebastes rufus,Sebastes rufus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,rufus,NA
Sebastes saxicola,Sebastes saxicola,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,saxicola,NA
Sebastes schlegelii,Sebastes schlegelii,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,schlegelii,NA
Sebastes serranoides,Sebastes serranoides,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,serranoides,NA
Sebastes serriceps,Sebastes serriceps,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,serriceps,NA
Sebastes steindachneri,Sebastes steindachneri,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,steindachneri,NA
Sebastes taczanowskii,Sebastes taczanowskii,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,taczanowskii,NA
Sebastes thompsoni,Sebastes thompsoni,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,thompsoni,NA
Sebastes umbrosus,Sebastes umbrosus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,umbrosus,NA
Sebastes variegatus,Sebastes variegatus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,variegatus,NA
Sebastes wilsoni,Sebastes wilsoni,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,wilsoni,NA
Sebastes zacentrus,Sebastes zacentrus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,zacentrus,NA
Sebastiscus albofasciatus,Sebastiscus albofasciatus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastiscus,albofasciatus,NA
Sebastiscus marmoratus,Sebastiscus marmoratus,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastiscus,marmoratus,NA
