old_pname	new_pname
Anacanthorus neotropicalis	Anacanthorus neotropicalis
Anacanthorus palamophallus	Anacanthorus palamophallus
Anacanthorus paraspathulatus	Anacanthorus paraspathulatus
Anacanthorus pelorophallus	Anacanthorus pelorophallus
Anacanthorus penilabiatus	Anacanthorus penilabiatus
Anacanthorus piranhus	Anacanthorus piranhus
Anacanthorus pithophallus	Anacanthorus pithophallus
Anacanthorus prodigiosus	Anacanthorus prodigiosus
Anacanthorus quinqueramis	Anacanthorus quinqueramis
Anacanthorus quinqueramus	Anacanthorus quinqueramus
Anacanthorus ramosissimus	Anacanthorus ramosissimus
Anacanthorus ramulosus	Anacanthorus ramulosus
Anacanthorus reginae	Anacanthorus reginae
Anacanthorus rondonensis	Anacanthorus rondonensis
Anacanthorus scapanus	Anacanthorus scapanus
Anacanthorus sciponophallus	Anacanthorus sciponophallus
Anacanthorus serrasalmi	Anacanthorus serrasalmi
Anacanthorus spathulatus	Anacanthorus spathulatus
Anacanthorus spatulatus	Anacanthorus spatulatus
Anacanthorus spiralocirrus	Anacanthorus spiralocirrus
Anacanthorus stachophallus	Anacanthorus stachophallus
Anacanthorus strongylophallus	Anacanthorus strongylophallus
Anacanthorus thatcheri	Anacanthorus thatcheri
Anacanthorus tricornis	Anacanthorus tricornis
Anacanthorus xaniophallus	Anacanthorus xaniophallus
Anacornuatus indicus	Anacornuatus indicus
Anacornuatus postbifidus	Anacornuatus postbifidus
Anakohnia brasiliana	Anakohnia brasiliana
Anallocreadium armatum	Homalometron armatum
Anallocreadium pearsei	Anallocreadium pearsei
Anantrum histocephalum	Anantrum histocephalum
Anantrum tortum	Anantrum tortum
Anapalaeorchis hamajimai	Anapalaeorchis hamajimai
Anaplerurus thynnusi	Anaplerurus thynnusi
Anaporrhutum euzeti	Anaporrhutum euzeti
Anaporrhutum sinicum	Anaporrhutum sinicum
Anavilhanatrema robusta	Anavilhanatrema robusta
Anchistrocephalus microcephalus	Anchistrocephalus microcephalus
Anchoradiscus anchoradiscus	Anchoradiscus anchoradiscus
Anchoradiscus triangularis	Anchoradiscus triangularis
Anchormicrocotyle guaymensis	Anchormicrocotyle guaymensis
Anchorophorus sinensis	Anchorophorus sinensis
Anchylodiscus caballeroi	Anchylodiscus caballeroi
Anchylodiscus liewi	Anchylodiscus liewi
Anchylodiscus malayensis	Anchylodiscus malayensis
Anchylodiscus tandani	Anchylodiscus tandani
Ancistrohaptor europeum	Ancistrohaptor europeum
Ancistrohaptor falcatum	Ancistrohaptor falcatum
Ancistrohaptor falciferum	Ancistrohaptor falciferum
Ancistrohaptor falcunculum	Ancistrohaptor falcunculum
Ancylodiscoides aori	Ancylodiscoides aori
Ancylodiscoides asoti	Ancylodiscoides asoti
Ancylodiscoides botulovagina	Ancylodiscoides botulovagina
Ancylodiscoides caecus	Ancylodiscoides caecus
Ancylodiscoides cochleavagina	Ancylodiscoides cochleavagina
Ancylodiscoides cornucirrus	Ancylodiscoides cornucirrus
Ancylodiscoides curvilamellis	Ancylodiscoides curvilamellis
Ancylodiscoides disjunctus	Ancylodiscoides disjunctus
Ancylodiscoides dorsocirrus	Ancylodiscoides dorsocirrus
Ancylodiscoides exima	Ancylodiscoides exima
Ancylodiscoides extina	Ancylodiscoides extina
Ancylodiscoides gigi	Ancylodiscoides gigi
Ancylodiscoides gomtius	Ancylodiscoides gomtius
Ancylodiscoides hamatovagina	Ancylodiscoides hamatovagina
Ancylodiscoides hemibagri	Ancylodiscoides hemibagri
Ancylodiscoides indicus	Ancylodiscoides indicus
Ancylodiscoides infundibulovagina	Ancylodiscoides infundibulovagina
Ancylodiscoides japonicus	Ancylodiscoides japonicus
Ancylodiscoides kulkarni	Ancylodiscoides kulkarni
Ancylodiscoides leiocassi	Ancylodiscoides leiocassi
Ancylodiscoides lingmoeni	Ancylodiscoides lingmoeni
Ancylodiscoides longicirrus	Ancylodiscoides longicirrus
Ancylodiscoides longitubus	Ancylodiscoides longitubus
Ancylodiscoides macracanthus	Ancylodiscoides macracanthus
Ancylodiscoides magnicirrus	Ancylodiscoides magnicirrus
Ancylodiscoides mediacanthus	Ancylodiscoides mediacanthus
Ancylodiscoides micracanthus	Ancylodiscoides micracanthus
Ancylodiscoides mutabilis	Ancylodiscoides mutabilis
Ancylodiscoides mytusi	Ancylodiscoides mytusi
Ancylodiscoides obscura	Ancylodiscoides obscura
Ancylodiscoides omegavagina	Ancylodiscoides omegavagina
Ancylodiscoides parasiluri	Ancylodiscoides parasiluri
Ancylodiscoides poljanskyi	Ancylodiscoides poljanskyi
Ancylodiscoides rarissimus	Ancylodiscoides rarissimus
Ancylodiscoides rimskykorsakowi	Ancylodiscoides rimskykorsakowi
Ancylodiscoides sigmoidovagina	Ancylodiscoides sigmoidovagina
Ancylodiscoides siluri	Ancylodiscoides siluri
Ancylodiscoides soldatovi	Ancylodiscoides soldatovi
Ancylodiscoides strelkowi	Ancylodiscoides strelkowi
Ancylodiscoides varicus	Ancylodiscoides varicus
Ancylodiscoides vistulensis	Ancylodiscoides vistulensis
Ancylodiscoides wallagotrema	Ancylodiscoides wallagotrema
Ancyracanthus impar	Ancyracanthus impar
Ancyracanthus schubarti	Ancyracanthus schubarti
Ancyrocephaloides indicus	Ancyrocephaloides indicus
Ancyrocephaloides triacanthi	Ancyrocephaloides triacanthi
Ancyrocephalus aequalis	Ancyrocephalus aequalis
Ancyrocephalus assimilis	Ancyrocephalus assimilis
Ancyrocephalus barilli	Ancyrocephalus barilli
Ancyrocephalus baughi	Ancyrocephalus baughi
Ancyrocephalus botiae	Ancyrocephalus botiae
Ancyrocephalus boyangensis	Ancyrocephalus boyangensis
Ancyrocephalus chaetodipteri	Ancyrocephalus chaetodipteri
Ancyrocephalus clavicus	Ancyrocephalus clavicus
Ancyrocephalus cobitis	Ancyrocephalus cobitis
Ancyrocephalus cornutus	Ancyrocephalus cornutus
Ancyrocephalus cruciatus	Ancyrocephalus cruciatus
Ancyrocephalus curtur	Ancyrocephalus curtur
Ancyrocephalus curtus	Ancyrocephalus curtus
Ancyrocephalus daniconii	Ancyrocephalus daniconii
Ancyrocephalus danionis	Ancyrocephalus danionis
Ancyrocephalus duplus	Ancyrocephalus duplus
Ancyrocephalus embryoformis	Ancyrocephalus embryoformis
Ancyrocephalus etropli	Ancyrocephalus etropli
Ancyrocephalus funiformis	Ancyrocephalus funiformis
Ancyrocephalus ghoshi	Ancyrocephalus ghoshi
Ancyrocephalus gussevi	Ancyrocephalus gussevi
Ancyrocephalus hangchowensis	Ancyrocephalus hangchowensis
Ancyrocephalus hemibarbi	Ancyrocephalus hemibarbi
Ancyrocephalus heteranchoris	Ancyrocephalus heteranchoris
Ancyrocephalus hoffmani	Ancyrocephalus hoffmani
Ancyrocephalus jiangxinensis	Ancyrocephalus jiangxinensis
Ancyrocephalus kamegaii	Ancyrocephalus kamegaii
Ancyrocephalus kaohsianghsieni	Ancyrocephalus kaohsianghsieni
Ancyrocephalus kostomarovi	Ancyrocephalus kostomarovi
Ancyrocephalus lanceatus	Ancyrocephalus lanceatus
Ancyrocephalus limnotrissae	Ancyrocephalus limnotrissae
Ancyrocephalus lirellatus	Ancyrocephalus lirellatus
Ancyrocephalus macrobursarioides	Ancyrocephalus macrobursarioides
Ancyrocephalus macrogaster	Ancyrocephalus macrogaster
Ancyrocephalus magnus	Ancyrocephalus magnus
Ancyrocephalus malayanus	Ancyrocephalus malayanus
Ancyrocephalus manilensis	Ancyrocephalus manilensis
Ancyrocephalus mogurndae	Ancyrocephalus mogurndae
Ancyrocephalus mormyris	Ancyrocephalus mormyris
Ancyrocephalus odontobuti	Ancyrocephalus odontobuti
Ancyrocephalus ogawai	Ancyrocephalus ogawai
Ancyrocephalus ornatus	Ancyrocephalus ornatus
Ancyrocephalus ouijiangensis	Ancyrocephalus ouijiangensis
Ancyrocephalus parabotia	Ancyrocephalus parabotia
Ancyrocephalus paradoxus	Ancyrocephalus paradoxus
Ancyrocephalus parvus	Ancyrocephalus parvus
Ancyrocephalus pauu	Ancyrocephalus pauu
Ancyrocephalus pavlovskyi	Ancyrocephalus pavlovskyi
Ancyrocephalus pellonulae	Ancyrocephalus pellonulae
Ancyrocephalus peltideus	Ancyrocephalus peltideus
Ancyrocephalus percae	Ancyrocephalus percae
Ancyrocephalus platycephali	Ancyrocephalus platycephali
Ancyrocephalus polymorphus	Ancyrocephalus polymorphus
Ancyrocephalus pseudorasborae	Ancyrocephalus pseudorasborae
Ancyrocephalus pseudorhombi	Ancyrocephalus pseudorhombi
Ancyrocephalus pterophylli	Ancyrocephalus pterophylli
Ancyrocephalus qiantangensis	Ancyrocephalus qiantangensis
Ancyrocephalus quantangensis	Ancyrocephalus quantangensis
Ancyrocephalus scorpioidalis	Ancyrocephalus scorpioidalis
Ancyrocephalus scorpioides	Ancyrocephalus scorpioides
Ancyrocephalus similis	Ancyrocephalus similis
Ancyrocephalus skrjabini	Ancyrocephalus skrjabini
Ancyrocephalus sp.	Ancyrocephalus sp.
Ancyrocephalus spiculus	Ancyrocephalus spiculus
Ancyrocephalus spinicirrus	Ancyrocephalus spinicirrus
Ancyrocephalus spirae	Ancyrocephalus spirae
Ancyrocephalus subaequalis	Ancyrocephalus subaequalis
Ancyrocephalus synodontii	Ancyrocephalus synodontii
Ancyrocephalus teuthis	Ancyrocephalus teuthis
Ancyrocephalus tongrenensis	Ancyrocephalus tongrenensis
Ancyrocephalus trullae	Ancyrocephalus trullae
Ancyrocephalus tylosuri	Ancyrocephalus tylosuri
Ancyrocephalus vanbenedenii	Ancyrocephalus vanbenedenii
Ancyrocephalus zhejiangensis	Ancyrocephalus zhejiangensis
Ancyrocotyle bartschi	Ancyrocotyle bartschi
Ancyrocotyle vallei	Ancyrocotyle vallei
Andracantha baylisi	Andracantha baylisi
Andracantha clavata	Andracantha clavata
Andracantha mergi	Andracantha mergi
Androspira chascomusense	Androspira chascomusense
Androspira triangula	Androspira triangula
Angionematobothrium cephalodomus	Angionematobothrium cephalodomus
Angionematobothrium jugulare	Angionematobothrium jugulare
Anguillicola australiensis	Anguillicola australiensis
Anguillicola crassus	Anguillicola crassus
Anguillicola globiceps	Anguillicola globiceps
Anguillicola novaezelandiae	Anguillicola novaezelandiae
Anguillicola papernai	Anguillicola papernai
Anguillotrema papillatum	Anguillotrema papillatum
Angusticaecum singhi	Angusticaecum singhi
Anindobothrium anacolum	Anindobothrium anacolum
Anindobothrium guariticus	Anindobothrium guariticus
Anindobothrium lisae	Anindobothrium lisae
Anisakis brevispiculata	Anisakis brevispiculata
Anisakis pegreffii	Anisakis pegreffii
Anisakis physeteris	Anisakis physeteris
Anisakis salaris	Anisakis salaris
Anisakis schupakovi	Anisakis schupakovi
Anisakis simplex	Anisakis simplex
Anisakis typica	Anisakis typica
Anisakis ziphidarum	Anisakis ziphidarum
Anisocladium fallax	Anisocladium fallax
Anisocoelium capitellatum	Anisocoelium capitellatum
Anisocoelium hipoglossi	Anisocoelium hipoglossi
Anisoporus cobraeformis	Anisoporus cobraeformis
Anisoporus orientalis	Anisoporus orientalis
Annelamphistoma elegans	Annelamphistoma elegans
Annulocystis auxis	Annulocystis auxis
Annulocystis katsuwoni	Annulocystis katsuwoni
Annulotrema amieti	Annulotrema amieti
Annulotrema armorata	Annulotrema armorata
Annulotrema biaensis	Annulotrema biaensis
Annulotrema bouixi	Annulotrema bouixi
Annulotrema cambesi	Annulotrema cambesi
Annulotrema cryptophallus	Annulotrema cryptophallus
Annulotrema curvipenis	Annulotrema curvipenis
Annulotrema elongata	Annulotrema elongata
Annulotrema gabrioni	Annulotrema gabrioni
Annulotrema hepseti	Annulotrema hepseti
Annulotrema hydrocynusi	Annulotrema hydrocynusi
Annulotrema kribiensis	Annulotrema kribiensis
Annulotrema lamberti	Annulotrema lamberti
Annulotrema longipenis	Annulotrema longipenis
Annulotrema macropenis	Annulotrema macropenis
Annulotrema magna	Annulotrema magna
Annulotrema magnihamula	Annulotrema magnihamula
Annulotrema maillardi	Annulotrema maillardi
Annulotrema moanko	Annulotrema moanko
Annulotrema nili	Annulotrema nili
Annulotrema noyongensis	Annulotrema noyongensis
Annulotrema pikei	Annulotrema pikei
Annulotrema pikoides	Annulotrema pikoides
Annulotrema robusta	Annulotrema robusta
Annulotrema ruahae	Annulotrema ruahae
Annulotrema spiropenis	Annulotrema spiropenis
Annulotrematoides amazonicus	Annulotrematoides amazonicus
Anonchocephalus chilensis	Anonchocephalus chilensis
Anonchohaptor anomalum	Anonchohaptor anomalum
Anonchohaptor anomalus	Anonchohaptor anomalus
Anonchohaptor lobatum	Anonchohaptor lobatum
Anonchohaptor muelleri	Anonchohaptor muelleri
Anonchohaptor olsoni	Anonchohaptor olsoni
Anoplectanum haptorodynatum	Anoplectanum haptorodynatum
Anoplectanum microsoma	Anoplectanum microsoma
Anoplectanum microstoma	Anoplectanum microsoma
Anoplocotyloides chorrillensis	Anoplocotyloides chorrillensis
Anoplocotyloides papillatus	Anoplocotyloides papillatus
Anoplodiscus australis	Anoplodiscus australis
Anoplodiscus cirrusspiralis	Anoplodiscus cirrusspiralis
Anterodiscus biseminalis	Anterodiscus biseminalis
Anterodiscus triuteri	Anterodiscus triuteri
Anteropora leelongi	Anteropora leelongi
Anthobothrium altavelae	Anthobothrium altavelae
Anthobothrium bifidum	Anthobothrium bifidum
Anthobothrium cairae	Acanthobothrium cairae
Anthobothrium caseyi	Anthobothrium caseyi
Anthobothrium cornucopia	Anthobothrium cornucopia
Anthobothrium crispum	Anthobothrium crispum
Anthobothrium galeorhini	Anthobothrium galeorhini
Anthobothrium laciniatum	Anthobothrium laciniatum
Anthobothrium lilliformis	Anthobothrium lilliformis
Anthobothrium lyndoni	Anthobothrium lyndoni
Anthobothrium oligorchidum	Anthobothrium oligorchidum
Anthobothrium pristis	Anthobothrium pristis
Anthobothrium pulvinatum	Rhodobothrium pulvinatum
Anthobothrium sexorchidum	Anthobothrium sexorchidum
Anthocephalum alicae	Anthocephalum alicae
Anthocephalum arctowskii	Anthocephalum arctowskii
Anthocephalum cairae	Anthocephalum cairae
Anthocephalum centrurum	Anthocephalum centrurum
Anthocephalum currani	Anthocephalum currani
Anthocephalum duszynskii	Anthocephalum duszynskii
Anthocephalum gracile	Anthocephalum gracile
Anthocephalum lukei	Anthocephalum lukei
Anthocephalum michaeli	Anthocephalum michaeli
Anthocephalum siedleckii	Anthocephalum siedleckii
Anthocephalus granulum	Anthocephalus granulum
Anthocotyle americanus	Anthocotyle americanus
Anthocotyle merlucci	Anthocotyle merlucci
Anthocotyle merluccii	Anthocotyle merluccii
Anthocotyle merlucii	Anthocotyle merluccii
Antorchis holacanthi	Antorchis holacanthi
Antorchis pomacanthi	Antorchis pomacanthi
Antorchis spinosus	Antorchis spinosus
Antorchis tsushimaensis	Antorchis tsushimaensis
Antorchis urna	Antorchis urna
Aonchotheca philippinensis	Aonchotheca philippinensis
Apatemon annuligerum	Apatemon annuligerum
Apatemon cobitidis	Apatemon cobitidis
Apatemon gracilis	Apatemon gracilis
Apatemon pellucidus	Apatemon pellucidus
Apertile holocentri	Apertile holocentri
Apertile overstreeti	Apertile overstreeti
Aphalloides coelomicola	Aphalloides coelomicola
Aphalloides timmi	Aphalloides timmi
Aphallus rubalo	Aphallus rubalo
Aphallus tubarium	Aphallus tubarium
Aphanoblastella chagresii	Aphanoblastella chagresii
Aphanoblastella mastigatus	Aphanoblastella mastigatus
Aphanoblastella travas	Aphanoblastella travas
Aphanoblastella travassosi	Aphanoblastella travassosi
Aphanurus monolecithus	Aphanurus monolecithus
Aphanurus multiprostatus	Aphanurus multiprostatus
Aphanurus orientalis	Aphanurus orientalis
Aphanurus xiamenensis	Aphanurus xiamenensis
Apharyngogyliauchen callyodontis	Apharyngogyliauchen callyodontis
Apharyngogyliauchen scarustis	Apharyngogyliauchen scarustis
Apharyngostrigea cornu	Apharyngostrigea cornu
Apocreadium balistis	Apocreadium balistis
Apocreadium bravio	Neoapocreadium bravoae
Apocreadium cryptum	Apocreadium cryptum
Apocreadium foliatum	Apocreadium foliatum
Apocreadium galaicus	Apocreadium galaicus
Apocreadium lamelliforme	Apocreadium lamelliforme
Apocreadium longisinosum	Apocreadium longisinosum
Apocreadium manteri	Apocreadium manteri
Apocreadium mexicanum	Apocreadium mexicanum
Apocreadium synagris	Apocreadium synagris
Apocreadium uroproctiferum	Apocreadium uroproctiferum
Apocreadium uroproctofecum	Homalometron mexicanum
Apocreadium vinodae	Apocreadium vinodae
Apolemichthytrema kurochkini	Apolemichthytrema kurochkini
Aponurus acropomatis	Aponurus acropomatis
Aponurus chelebesoi	Aponurus chelebesoi
Aponurus clupanodontis	Aponurus clupanodontis
Aponurus collichthydis	Aponurus collichthydis
Aponurus eletheronematis	Aponurus eletheronematis
Aponurus halieutae	Aponurus halieutae
Aponurus priacanthi	Aponurus priacanthi
Aponurus rhinoplagusiae	Aponurus rhinoplagusiae
Aponurus sphaerolecithum	Aponurus sphaerolecithum
Aponurus sphaerolecithus	Lecithophyllum sphaerolecithum
Aponurus symmetrorchis	Lecithophyllum pyriforme
Aponurus uraspis	Aponurus uraspis
Aponurus vitellograndis	Aponurus vitellograndis
Apophallus americanus	Apophallus americanus
Apophallus imperator	Apophallus imperator
Apophallus itascensis	Apophallus itascensis
Aporhynchus norvegicus	Aporhynchus norvegicus
Aporocotyle argentinensis	Aporocotyle argentinensis
Aporocotyle garciai	Aporocotyle garciai
Aporocotyle keli	Aporocotyle keli
Aporocotyle kuri	Aporocotyle kuri
Aporocotyle macfarlani	Aporocotyle macfarlani
Aporocotyle margolisi	Aporocotyle margolisi
Aporocotyle pacifica	Aporocotyle pacifica
Aporocotyle simplex	Aporocotyle simplex
Aporocotyle smithi	Aporocotyle smithi
Aporocotyle spinosicanalis	Aporocotyle spinosicanalis
Aporocotyle theragrae	Aporocotyle theragrae
Aporocotyle wilhelmi	Aporocotyle wilhelmi
Aporocotyle ymakara	Aporocotyle ymakara
Archidiplectanum archidiplectanum	Archidiplectanum archidiplectanum
Archigetes brachyurus	Archigetes brachyurus
Archigetes iowensis	Archigetes iowensis
Archigetes limnodrili	Archigetes limnodrili
Archigetes sieboldi	Archigetes sieboldi
Archigyrodactylus archigyrodactylus	Archigyrodactylus archigyrodactylus
Archigyrodactylus atherinops	Archigyrodactylus atherinops
Areotestis sibi	Areotestis sibi
Argulus africanis	Argulus africanis
Argulus appendiculosus	Argulus appendiculosus
Argulus canadensis	Argulus stizostethii
Argulus catastomi	Argulus catostomi
Argulus coregoni	Argulus coregoni
Argulus elongatus	Argulus elongatus
Argulus flavenscens	Argulus flavescens
Argulus foliaceus	Argulus foliaceus
Argulus japonicus	Argulus japonicus
